id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
kugdi_train	kugdi	kahtpee	kahtpee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
bitpo_train	bitpo	seemloh	seemloh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
kegda_train	kegda	kootpai	kootpai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
pidbo_train	pidbo	leepsoh	leepsoh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
dupgi_train	dupgi	pahltee	pahltee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
bytpu_train	bytpu	seimlah	seimlah.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
dopge_train	dopge	pohltoo	pohltoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
tybku_train	tybku	meiskah	meiskah.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
botpe_train	botpe	sohmloo	sohmloo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
tubki_train	tubki	mahskee	mahskee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
podbe_train	podbe	lohpsoo	lohpsoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
tebka_train	tebka	mooskai	mooskai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b5
gakty_test	gakty	taikmei	taikmei.wav	test	16	1	1	1	4	4	1	1	rsrrs	b5
kogdu_test	kogdu	kohtpah	kohtpah.wav	test	16	1	1	1	4	1	1	1	rsrrs	b5
digko_test	digko	peetkoh	peetkoh.wav	test	4	1	1	1	1	4	1	1	rsrrs	b5
gobgo_test	gobgo	tohstoh	tohstoh.wav	test	4	1	1	1	1	1	0	0	rsrrs	b5
dypgu_test	dypgu	peiltah	peiltah.wav	test	16	0	1	1	4	4	1	1	rsrrs	b5
bitpe_test	bitpe	seemloo	seemloo.wav	test	16	0	1	1	4	1	1	1	rsrrs	b5
tukdi_test	tukdi	mahkpee	mahkpee.wav	test	4	0	1	1	1	4	1	1	rsrrs	b5
pidby_test	pidby	leepsei	leepsei.wav	test	16	0	1	1	4	1	1	0	rsrrs	b5
tebpa_test	tebpa	mooslai	mooslai.wav	test	4	0	1	1	1	4	0	1	rsrrs	b5
tobka_test	tobka	mohskai	mohskai.wav	test	16	0	1	0	4	0	1	0	rsrrs	b5
gopke_test	gopke	tohlkoo	tohlkoo.wav	test	4	0	0	1	0	4	0	1	rsrrs	b5
pydga_test	pydga	leiptai	leiptai.wav	test	4	0	1	1	1	1	1	1	rsrrs	b5
bypbi_test	bypbi	seilsee	seilsee.wav	test	4	0	1	1	1	1	1	0	rsrrs	b5
bukpu_test	bukpu	sahklah	sahklah.wav	test	4	0	1	1	1	1	0	1	rsrrs	b5
petde_test	petde	loompoo	loompoo.wav	test	4	0	1	1	1	1	0	0	rsrrs	b5
gitbi_test	gitbi	teemsee	teemsee.wav	test	4	0	1	0	1	0	1	0	rsrrs	b5
tapbi_test	tapbi	mailsee	mailsee.wav	test	4	0	0	1	0	1	0	1	rsrrs	b5
kepky_test	kepky	koolkei	koolkei.wav	test	4	0	1	0	1	0	0	0	rsrrs	b5
katba_test	katba	kaimsai	kaimsai.wav	test	4	0	0	1	0	1	0	0	rsrrs	b5
kapgu_distractor	kapgu	kailtah	kailtah.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b5
dutpo_distractor	dutpo	pahmloh	pahmloh.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b5
batde_distractor	batde	saimpoo	saimpoo.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
dikpu_distractor	dikpu	peeklah	peeklah.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
pykty_distractor	pykty	leikmei	leikmei.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b5
gobki_distractor	gobki	tohskee	tohskee.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b5
pukda_distractor	pukda	lahkpai	lahkpai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
bugde_distractor	bugde	sahtpoo	sahtpoo.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b5
kobpy_distractor	kobpy	kohslei	kohslei.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
tydbe_distractor	tydbe	meipsoo	meipsoo.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b5
pobga_distractor	pobga	lohstai	lohstai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
kedty_distractor	kedty	koopmei	koopmei.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
bidga_distractor	bidga	seeptai	seeptai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
degtu_distractor	degtu	pootmah	pootmah.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
gugka_distractor	gugka	tahtkai	tahtkai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
bakdo_distractor	bakdo	saikpoh	saikpoh.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
typko_distractor	typko	meilkoh	meilkoh.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
gypbo_distractor	gypbo	teilsoh	teilsoh.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
petbi_distractor	petbi	loomsee	loomsee.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b5
