id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
botpe_train	botpe	sahptei	sahptei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
tubki_train	tubki	paislee	paislee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
podbe_train	podbe	tahmsei	tahmsei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
tebka_train	tebka	peisloh	peisloh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
gakty_test	gakty	kohlpoo	kohlpoo.wav	test	16	1	1	1	4	4	1	1	rsrrs	b3
kogdu_test	kogdu	lahkmai	lahkmai.wav	test	16	1	1	1	4	1	1	1	rsrrs	b3
digko_test	digko	meeklah	meeklah.wav	test	4	1	1	1	1	4	1	1	rsrrs	b3
gobgo_test	gobgo	kahskah	kahskah.wav	test	4	1	1	1	1	1	0	0	rsrrs	b3
dypgu_test	dypgu	mootkai	mootkai.wav	test	16	0	1	1	4	4	1	1	rsrrs	b3
bitpe_test	bitpe	seeptei	seeptei.wav	test	16	0	1	1	4	1	1	1	rsrrs	b3
tukdi_test	tukdi	pailmee	pailmee.wav	test	4	0	1	1	1	4	1	1	rsrrs	b3
pidby_test	pidby	teemsoo	teemsoo.wav	test	16	0	1	1	4	1	1	0	rsrrs	b3
tebpa_test	tebpa	peistoh	peistoh.wav	test	4	0	1	1	1	4	0	1	rsrrs	b3
tobka_test	tobka	pahsloh	pahsloh.wav	test	16	0	1	0	4	0	1	0	rsrrs	b3
gopke_test	gopke	kahtlei	kahtlei.wav	test	4	0	0	1	0	4	0	1	rsrrs	b3
pydga_test	pydga	toomkoh	toomkoh.wav	test	4	0	1	1	1	1	1	1	rsrrs	b3
bypbi_test	bypbi	sootsee	sootsee.wav	test	4	0	1	1	1	1	1	0	rsrrs	b3
bukpu_test	bukpu	sailtai	sailtai.wav	test	4	0	1	1	1	1	0	1	rsrrs	b3
petde_test	petde	teipmei	teipmei.wav	test	4	0	1	1	1	1	0	0	rsrrs	b3
gitbi_test	gitbi	keepsee	keepsee.wav	test	4	0	1	0	1	0	1	0	rsrrs	b3
tapbi_test	tapbi	pohtsee	pohtsee.wav	test	4	0	0	1	0	1	0	1	rsrrs	b3
kepky_test	kepky	leitloo	leitloo.wav	test	4	0	1	0	1	0	0	0	rsrrs	b3
katba_test	katba	lohpsoh	lohpsoh.wav	test	4	0	0	1	0	1	0	0	rsrrs	b3
kapgu_distractor	kapgu	lohtkai	lohtkai.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b3
dutpo_distractor	dutpo	maiptah	maiptah.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b3
batde_distractor	batde	sohpmei	sohpmei.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
dikpu_distractor	dikpu	meeltai	meeltai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
pykty_distractor	pykty	toolpoo	toolpoo.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b3
gobki_distractor	gobki	kahslee	kahslee.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b3
pukda_distractor	pukda	tailmoh	tailmoh.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
bugde_distractor	bugde	saikmei	saikmei.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b3
kobpy_distractor	kobpy	lahstoo	lahstoo.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
tydbe_distractor	tydbe	poomsei	poomsei.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b3
pobga_distractor	pobga	tahskoh	tahskoh.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
kedty_distractor	kedty	leimpoo	leimpoo.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
bidga_distractor	bidga	seemkoh	seemkoh.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
degtu_distractor	degtu	meikpai	meikpai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
gugka_distractor	gugka	kaikloh	kaikloh.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
bakdo_distractor	bakdo	sohlmah	sohlmah.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
typko_distractor	typko	pootlah	pootlah.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
gypbo_distractor	gypbo	kootsah	kootsah.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
petbi_distractor	petbi	teipsee	teipsee.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b3
