id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
bitpo_train	bitpo	tohlmai	tohlmai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
kegda_train	kegda	pooksee	pooksee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
pidbo_train	pidbo	mohstai	mohstai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
dupgi_train	dupgi	seimkoh	seimkoh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
bytpu_train	bytpu	tahlmei	tahlmei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
dopge_train	dopge	saimkoo	saimkoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
tybku_train	tybku	lahtpei	lahtpei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
botpe_train	botpe	tailmoo	tailmoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
tubki_train	tubki	leitpoh	leitpoh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
podbe_train	podbe	maistoo	maistoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
tebka_train	tebka	lootpee	lootpee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b6
gakty_test	gakty	keeplah	keeplah.wav	test	16	1	1	1	4	4	1	1	rsrrs	b6
kogdu_test	kogdu	paiksei	paiksei.wav	test	16	1	1	1	4	1	1	1	rsrrs	b6
digko_test	digko	sohkpai	sohkpai.wav	test	4	1	1	1	1	4	1	1	rsrrs	b6
gobgo_test	gobgo	kaitkai	kaitkai.wav	test	4	1	1	1	1	1	0	0	rsrrs	b6
dypgu_test	dypgu	sahmkei	sahmkei.wav	test	16	0	1	1	4	4	1	1	rsrrs	b6
bitpe_test	bitpe	tohlmoo	tohlmoo.wav	test	16	0	1	1	4	1	1	1	rsrrs	b6
tukdi_test	tukdi	leipsoh	leipsoh.wav	test	4	0	1	1	1	4	1	1	rsrrs	b6
pidby_test	pidby	mohstah	mohstah.wav	test	16	0	1	1	4	1	1	0	rsrrs	b6
tebpa_test	tebpa	lootmee	lootmee.wav	test	4	0	1	1	1	4	0	1	rsrrs	b6
tobka_test	tobka	laitpee	laitpee.wav	test	16	0	1	0	4	0	1	0	rsrrs	b6
gopke_test	gopke	kaimpoo	kaimpoo.wav	test	4	0	0	1	0	4	0	1	rsrrs	b6
pydga_test	pydga	mahskee	mahskee.wav	test	4	0	1	1	1	1	1	1	rsrrs	b6
bypbi_test	bypbi	tahmtoh	tahmtoh.wav	test	4	0	1	1	1	1	1	0	rsrrs	b6
bukpu_test	bukpu	teipmei	teipmei.wav	test	4	0	1	1	1	1	0	1	rsrrs	b6
petde_test	petde	moolsoo	moolsoo.wav	test	4	0	1	1	1	1	0	0	rsrrs	b6
gitbi_test	gitbi	kohltoh	kohltoh.wav	test	4	0	1	0	1	0	1	0	rsrrs	b6
tapbi_test	tapbi	leemtoh	leemtoh.wav	test	4	0	0	1	0	1	0	1	rsrrs	b6
kepky_test	kepky	poompah	poompah.wav	test	4	0	1	0	1	0	0	0	rsrrs	b6
katba_test	katba	peeltee	peeltee.wav	test	4	0	0	1	0	1	0	0	rsrrs	b6
kapgu_distractor	kapgu	peemkei	peemkei.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b6
dutpo_distractor	dutpo	seilmai	seilmai.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b6
batde_distractor	batde	teelsoo	teelsoo.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
dikpu_distractor	dikpu	sohpmei	sohpmei.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
pykty_distractor	pykty	mahplah	mahplah.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b6
gobki_distractor	gobki	kaitpoh	kaitpoh.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b6
pukda_distractor	pukda	meipsee	meipsee.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
bugde_distractor	bugde	teiksoo	teiksoo.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b6
kobpy_distractor	kobpy	paitmah	paitmah.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
tydbe_distractor	tydbe	lahstoo	lahstoo.wav	distractor	16	0	0	0	0	0	0	0	rsrrs	b6
pobga_distractor	pobga	maitkee	maitkee.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
kedty_distractor	kedty	pooslah	pooslah.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
bidga_distractor	bidga	tohskee	tohskee.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
degtu_distractor	degtu	sooklei	sooklei.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
gugka_distractor	gugka	keikpee	keikpee.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
bakdo_distractor	bakdo	teepsai	teepsai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
typko_distractor	typko	lahmpai	lahmpai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
gypbo_distractor	gypbo	kahmtai	kahmtai.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
petbi_distractor	petbi	mooltoh	mooltoh.wav	distractor	4	0	0	0	0	0	0	0	rsrrs	b6
