Hak~am	101001	Hkm	a~a
Hak~im	101001	Hkm	a~i
>aHokam	0010101	Hkm	>aoa
Hokam	10101	Hkm	oa
Hokim	10101	Hkm	oi
taHAkam	0010101	Hkm	taAa
Halaf	10101	Hlf	aa
Holif	10101	Hlf	oi
Halaq	10101	Hlq	aa
Holiq	10101	Hlq	oi
Hamid	10101	Hmd	ai
Homad	10101	Hmd	oa
Hamal	10101	Hml	aa
Homil	10101	Hml	oi
Ham~al	101001	Hml	a~a
Ham~il	101001	Hml	a~i
{iHotamal	001000101	Hml	{iotaa
Hotamil	1000101	Hml	otai
Haniv	10101	Hnv	ai
Honav	10101	Hnv	oa
>axobat	0010101	xbt	>aoa
xobit	10101	xbt	oi
xabuv	10101	xbv	au
taxab~aT	00101001	xbT	taa~a
xatam	10101	xtm	aa
xotim	10101	xtm	oi
xadaE	10101	xdE	aa
xodaE	10101	xdE	oa
xAdaE	10101	xdE	Aa
xAdiE	10101	xdE	Ai
xa*al	10101	x*l	aa
>axorab	0010101	xrb	>aoa
xorab	10101	xrb	oa
xorib	10101	xrb	oi
xaraj	10101	xrj	aa
xoraj	10101	xrj	oa
xorij	10101	xrj	oi
>axoraj	0010101	xrj	>aoa
xoraj	10101	xrj	oa
xorij	10101	xrj	oi
{isotaxoraj	00000010101	xrj	{isotaoa
sotaxorij	000010101	xrj	sotaoi
xaraS	10101	xrS	aa
xaraq	10101	xrq	aa
xoriq	10101	xrq	oi
xasir	10101	xsr	ai
xosar	10101	xsr	oa
xosir	10101	xsr	oi
>axosar	0010101	xsr	>aoa
xosar	10101	xsr	oa
xosir	10101	xsr	oi
xasaf	10101	xsf	aa
xosif	10101	xsf	oi
xa$aE	10101	x$E	aa
xo$aE	10101	x$E	oa
xaSaf	10101	xSf	aa
xoSif	10101	xSf	oi
{ixotaSam	001000101	xSm	{iotaa
xotaSim	1000101	xSm	otai
xATab	10101	xTb	Aa
xATib	10101	xTb	Ai
xaTaf	10101	xTf	aa
xaTif	10101	xTf	ai
xoTaf	10101	xTf	oa
xoTif	10101	xTf	oi
xuTif	10101	xTf	ui
taxaT~af	00101001	xTf	taa~a
xAfat	10101	xft	Aa
xAfit	10101	xft	Ai
xafaD	10101	xfD	aa
xafuD	10101	xfD	au
xofiD	10101	xfD	oi
xalad	10101	xld	aa
xolad	10101	xld	oa
xolid	10101	xld	oi
>axolad	0010101	xld	>aoa
xolad	10101	xld	oa
xolid	10101	xld	oi
xalaS	10101	xlS	aa
xoliS	10101	xlS	oi
>axolaS	0010101	xlS	>aoa
xoliS	10101	xlS	oi
{isotaxolaS	00000010101	xlS	{isotaoa
sotaxoliS	000010101	xlS	sotaoi
xalaT	10101	xlT	aa
xoliT	10101	xlT	oi
xAlaT	10101	xlT	Aa
xAliT	10101	xlT	Ai
{ixotalaT	001000101	xlT	{iotaa
xotaliT	1000101	xlT	otai
xalaE	10101	xlE	aa
xaluE	10101	xlE	au
xolaE	10101	xlE	oa
xalaf	10101	xlf	aa
xolif	10101	xlf	oi
xal~af	101001	xlf	a~a
xal~if	101001	xlf	a~i
xAlaf	10101	xlf	Aa
xAlif	10101	xlf	Ai
>axolaf	0010101	xlf	>aoa
xolif	10101	xlf	oi
taxal~af	00101001	xlf	taa~a
{ixotalaf	001000101	xlf	{iotaa
xotalif	1000101	xlf	otai
{isotaxolaf	00000010101	xlf	{isotaoa
sotaxolif	000010101	xlf	sotaoi
xalaq	10101	xlq	aa
xaliq	10101	xlq	ai
xaluq	10101	xlq	au
xolaq	10101	xlq	oa
xoliq	10101	xlq	oi
dab~ar	101001	dbr	a~a
dab~ir	101001	dbr	a~i
>adobar	0010101	dbr	>aoa
dobir	10101	dbr	oi
tadab~ar	00101001	dbr	taa~a
>adoHaD	0010101	dHD	>aoa
doHaD	10101	dHD	oa
doHiD	10101	dHD	oi
daxal	10101	dxl	aa
doxal	10101	dxl	oa
doxil	10101	dxl	oi
>adoxal	0010101	dxl	>aoa
doxal	10101	dxl	oa
doxil	10101	dxl	oi
{isotadoraj	00000010101	drj	{isotaoa
sotadorij	000010101	drj	sotaoi
daras	10101	drs	aa
>adorak	0010101	drk	>aoa
dorak	10101	drk	oa
dorik	10101	drk	oi
tadArak	0010101	drk	taAa
dafaE	10101	dfE	aa
dofaE	10101	dfE	oa
dAfaE	10101	dfE	Aa
dAfiE	10101	dfE	Ai
dam~ar	101001	dmr	a~a
dam~ir	101001	dmr	a~i
*abaH	10101	*bH	aa
*obaH	10101	*bH	oa
*ab~aH	101001	*bH	a~a
*ab~iH	101001	*bH	a~i
*akar	10101	*kr	aa
*okar	10101	*kr	oa
*okir	10101	*kr	oi
*ak~ar	101001	*kr	a~a
*ak~ir	101001	*kr	a~i
ta*ak~ar	00101001	*kr	taa~a
*ahab	10101	*hb	aa
*ohab	10101	*hb	oa
*ohib	10101	*hb	oi
>a*ohab	0010101	*hb	>aoa
*ohab	10101	*hb	oa
*ohib	10101	*hb	oi
*ahal	10101	*hl	aa
*ohal	10101	*hl	oa
*ohil	10101	*hl	oi
rabiH	10101	rbH	ai
robaH	10101	rbH	oa
robiH	10101	rbH	oi
tarab~aS	00101001	rbS	taa~a
rabaT	10101	rbT	aa
robiT	10101	rbT	oi
rAbaT	10101	rbT	Aa
rAbiT	10101	rbT	Ai
rat~al	101001	rtl	a~a
rat~il	101001	rtl	a~i
rajaE	10101	rjE	aa
rojaE	10101	rjE	oa
rojiE	10101	rjE	oi
tarAjaE	0010101	rjE	taAa
rajaf	10101	rjf	aa
rojaf	10101	rjf	oa
rojif	10101	rjf	oi
rajam	10101	rjm	aa
raHib	10101	rHb	ai
raHub	10101	rHb	au
roHab	10101	rHb	oa
raHim	10101	rHm	ai
roHam	10101	rHm	oa
radaf	10101	rdf	aa
radif	10101	rdf	ai
rodaf	10101	rdf	oa
rodif	10101	rdf	oi
razaq	10101	rzq	aa
rozaq	10101	rzq	oa
ruziq	10101	rzq	ui
>arosal	0010101	rsl	>aoa
rosal	10101	rsl	oa
rosil	10101	rsl	oi
ra$ad	10101	r$d	aa
ro$ad	10101	r$d	oa
ro$id	10101	r$d	oi
raDaE	10101	rDE	aa
raDiE	10101	rDE	ai
roDaE	10101	rDE	oa
roDiE	10101	rDE	oi
>aroDaE	0010101	rDE	>aoa
roDaE	10101	rDE	oa
roDiE	10101	rDE	oi
ragib	10101	rgb	ai
rogab	10101	rgb	oa
rafaE	10101	rfE	aa
rofaE	10101	rfE	oa
raqab	10101	rqb	aa
taraq~ab	00101001	rqb	taa~a
{irotaqab	001000101	rqb	{iotaa
rotaqib	1000101	rqb	otai
rakib	10101	rkb	ai
rokab	10101	rkb	oa
rokib	10101	rkb	oi
rak~ab	101001	rkb	a~a
rak~ib	101001	rkb	a~i
rakaD	10101	rkD	aa
rakaE	10101	rkE	aa
rokaE	10101	rkE	oa
rokiE	10101	rkE	oi
rakam	10101	rkm	aa
rakan	10101	rkn	aa
rakin	10101	rkn	ai
rokan	10101	rkn	oa
rokin	10101	rkn	oi
rahib	10101	rhb	ai
rohab	10101	rhb	oa
rohib	10101	rhb	oi
>arohab	0010101	rhb	>aoa
rohab	10101	rhb	oa
rohib	10101	rhb	oi
rahiq	10101	rhq	ai
rohaq	10101	rhq	oa
rohiq	10101	rhq	oi
>arohaq	0010101	rhq	>aoa
rohaq	10101	rhq	oa
rohiq	10101	rhq	oi
zaraE	10101	zrE	aa
zoraE	10101	zrE	oa
zaEam	10101	zEm	aa
>azolaf	0010101	zlf	>aoa
zolaf	10101	zlf	oa
zolif	10101	zlf	oi
>azolaq	0010101	zlq	>aoa
zolaq	10101	zlq	oa
zoliq	10101	zlq	oi
zahaq	10101	zhq	aa
zohaq	10101	zhq	oa
zohiq	10101	zhq	oi
sabat	10101	sbt	aa
sobit	10101	sbt	oi
sabaH	10101	sbH	aa
sobaH	10101	sbH	oa
sab~aH	101001	sbH	a~a
sab~iH	101001	sbH	a~i
>asobag	0010101	sbg	>aoa
sobag	10101	sbg	oa
sobig	10101	sbg	oi
sabaq	10101	sbq	aa
sobiq	10101	sbq	oi
sAbaq	10101	sbq	Aa
sAbiq	10101	sbq	Ai
{isotabaq	001000101	sbq	{iotaa
sotabiq	1000101	sbq	otai
{isotatar	001000101	str	{iotaa
sotatir	1000101	str	otai
sajad	10101	sjd	aa
sajar	10101	sjr	aa
saj~ar	101001	sjr	a~a
saj~ir	101001	sjr	a~i
sajan	10101	sjn	aa
saHab	10101	sHb	aa
soHab	10101	sHb	oa
saHar	10101	sHr	aa
soHar	10101	sHr	oa
saxir	10101	sxr	ai
soxar	10101	sxr	oa
sax~ar	101001	sxr	a~a
sax~ir	101001	sxr	a~i
saxiT	10101	sxT	ai
soxaT	10101	sxT	oa
soxiT	10101	sxT	oi
>asoxaT	0010101	sxT	>aoa
soxaT	10101	sxT	oa
soxiT	10101	sxT	oi
saraH	10101	srH	aa
sariH	10101	srH	ai
soraH	10101	srH	oa
sar~aH	101001	srH	a~a
sar~iH	101001	srH	a~i
sAraE	10101	srE	Aa
sAriE	10101	srE	Ai
>asoraf	0010101	srf	>aoa
soraf	10101	srf	oa
sorif	10101	srf	oi
saraq	10101	srq	aa
soriq	10101	srq	oi
{isotaraq	001000101	srq	{iotaa
sotariq	1000101	srq	otai
saTaH	10101	sTH	aa
soTaH	10101	sTH	oa
saTar	10101	sTr	aa
saEid	10101	sEd	ai
soEad	10101	sEd	oa
soEid	10101	sEd	oi
saE~ar	101001	sEr	a~a
saE~ir	101001	sEr	a~i
>asofar	0010101	sfr	>aoa
sofar	10101	sfr	oa
sofir	10101	sfr	oi
safaE	10101	sfE	aa
sofaE	10101	sfE	oa
safak	10101	sfk	aa
sofik	10101	sfk	oi
safih	10101	sfh	ai
safuh	10101	sfh	au
sofah	10101	sfh	oa
saqaT	10101	sqT	aa
soqaT	10101	sqT	oa
soqiT	10101	sqT	oi
>asoqaT	0010101	sqT	>aoa
soqaT	10101	sqT	oa
soqiT	10101	sqT	oi
sakat	10101	skt	aa
sakut	10101	skt	au
sokat	10101	skt	oa
sokit	10101	skt	oi
sak~ar	101001	skr	a~a
sak~ir	101001	skr	a~i
sakan	10101	skn	aa
sokan	10101	skn	oa
sokin	10101	skn	oi
>asokan	0010101	skn	>aoa
sokan	10101	skn	oa
sokin	10101	skn	oi
salab	10101	slb	aa
salib	10101	slb	ai
solab	10101	slb	oa
salax	10101	slx	aa
solax	10101	slx	oa
{inosalax	000010101	slx	{inoaa
nosalix	0010101	slx	noai
sal~aT	101001	slT	a~a
sal~iT	101001	slT	a~i
salaf	10101	slf	aa
solif	10101	slf	oi
>asolaf	0010101	slf	>aoa
solif	10101	slf	oi
salaq	10101	slq	aa
salak	10101	slk	aa
solak	10101	slk	oa
solik	10101	slk	oi
sal~am	101001	slm	a~a
sal~im	101001	slm	a~i
sul~im	101001	slm	u~i
>asolam	0010101	slm	>aoa
solam	10101	slm	oa
solim	10101	slm	oi
samiE	10101	smE	ai
somaE	10101	smE	oa
somiE	10101	smE	oi
sumiE	10101	smE	ui
>asomaE	0010101	smE	>aoa
somaE	10101	smE	oa
somiE	10101	smE	oi
tasam~aE	00101001	smE	taa~a
{isotamaE	001000101	smE	{iotaa
sotamiE	1000101	smE	otai
>asoman	0010101	smn	>aoa
soman	10101	smn	oa
somin	10101	smn	oi
tasan~ah	00101001	snh	taa~a
sAham	10101	shm	Aa
sAhim	10101	shm	Ai
$ab~ah	101001	$bh	a~a
$ab~ih	101001	$bh	a~i
ta$Abah	0010101	$bh	taAa
$ajar	10101	$jr	aa
$oxaS	10101	$xS	oa
$oxiS	10101	$xS	oi
$arib	10101	$rb	ai
$orab	10101	$rb	oa
$orib	10101	$rb	oi
>a$orab	0010101	$rb	>aoa
$orab	10101	$rb	oa
$orib	10101	$rb	oi
$araH	10101	$rH	aa
$oraH	10101	$rH	oa
$ar~ad	101001	$rd	a~a
$ar~id	101001	$rd	a~i
$araE	10101	$rE	aa
$oraE	10101	$rE	oa
$oriE	10101	$rE	oi
>a$oraq	0010101	$rq	>aoa
$oraq	10101	$rq	oa
$oriq	10101	$rq	oi
$Arak	10101	$rk	Aa
$Arik	10101	$rk	Ai
>a$orak	0010101	$rk	>aoa
$orak	10101	$rk	oa
$orik	10101	$rk	oi
$aEar	10101	$Er	aa
$oEar	10101	$Er	oa
$oEir	10101	$Er	oi
>a$oEar	0010101	$Er	>aoa
$oEar	10101	$Er	oa
$oEir	10101	$Er	oi
{i$otaEal	001000101	$El	{iotaa
$otaEil	1000101	$El	otai
$agaf	10101	$gf	aa
$ogaf	10101	$gf	oa
$ugif	10101	$gf	ui
$agal	10101	$gl	aa
$ogal	10101	$gl	oa
$ogil	10101	$gl	oi
$afaE	10101	$fE	aa
$ofaE	10101	$fE	oa
$ufiE	10101	$fE	ui
>a$ofaq	0010101	$fq	>aoa
$ofaq	10101	$fq	oa
$ofiq	10101	$fq	oi
$akar	10101	$kr	aa
>a$omat	0010101	$mt	>aoa
$omat	10101	$mt	oa
$omit	10101	$mt	oi
{i$otamal	001000101	$ml	{iotaa
$otamil	1000101	$ml	otai
$ahid	10101	$hd	ai
$ohad	10101	$hd	oa
$ohid	10101	$hd	oi
>a$ohad	0010101	$hd	>aoa
$ohad	10101	$hd	oa
$ohid	10101	$hd	oi
{isota$ohad	00000010101	$hd	{isotaoa
sota$ohid	000010101	$hd	sotaoi
sota$ohad	000010101	$hd	sotaoa
{isotu$ohid	00000010101	$hd	{isotuoi
Sab~aH	101001	SbH	a~a
Sab~iH	101001	SbH	a~i
>aSobaH	0010101	SbH	>aoa
SobiH	10101	SbH	oi
Sabar	10101	Sbr	aa
Sobir	10101	Sbr	oi
SAbar	10101	Sbr	Aa
SAbir	10101	Sbr	Ai
SaHib	10101	SHb	ai
SoHab	10101	SHb	oa
SoHib	10101	SHb	oi
SAHab	10101	SHb	Aa
SAHib	10101	SHb	Ai
Sadar	10101	Sdr	aa
Sodar	10101	Sdr	oa
Sodir	10101	Sdr	oi
>aSodar	0010101	Sdr	>aoa
Sodar	10101	Sdr	oa
Sodir	10101	Sdr	oi
SadaE	10101	SdE	aa
SodaE	10101	SdE	oa
Sad~aE	101001	SdE	a~a
Sad~iE	101001	SdE	a~i
taSad~aE	00101001	SdE	taa~a
Sadaf	10101	Sdf	aa
Sodif	10101	Sdf	oi
Sadaq	10101	Sdq	aa
Sad~aq	101001	Sdq	a~a
Sad~iq	101001	Sdq	a~i
taSad~aq	00101001	Sdq	taa~a
{isotaSorax	00000010101	Srx	{isotaoa
sotaSorix	000010101	Srx	sotaoi
Saraf	10101	Srf	aa
Sorif	10101	Srf	oi
Sar~af	101001	Srf	a~a
Sar~if	101001	Srf	a~i
{inoSaraf	000010101	Srf	{inoaa
noSarif	0010101	Srf	noai
Saram	10101	Srm	aa
Sorim	10101	Srm	oi
SaEid	10101	SEd	ai
SoEad	10101	SEd	oa
SoEid	10101	SEd	oi
>aSoEad	0010101	SEd	>aoa
SoEad	10101	SEd	oa
SoEid	10101	SEd	oi
taSaE~ad	00101001	SEd	taa~a
SaE~ar	101001	SEr	a~a
SaE~ir	101001	SEr	a~i
SaEaq	10101	SEq	aa
SaEiq	10101	SEq	ai
SoEaq	10101	SEq	oa
SoEiq	10101	SEq	oi
SafaH	10101	SfH	aa
SofaH	10101	SfH	oa
Salab	10101	Slb	aa
Salub	10101	Slb	au
Solib	10101	Slb	oi
Sal~ab	101001	Slb	a~a
Sal~ib	101001	Slb	a~i
SaluH	10101	SlH	au
SolaH	10101	SlH	oa
SoliH	10101	SlH	oi
>aSolaH	0010101	SlH	>aoa
SolaH	10101	SlH	oa
SoliH	10101	SlH	oi
SanaE	10101	SnE	aa
SonaE	10101	SnE	oa
Sahar	10101	Shr	aa
Sohar	10101	Shr	oa
DaHik	10101	DHk	ai
DoHak	10101	DHk	oa
DoHik	10101	DHk	oi
>aDoHak	0010101	DHk	>aoa
DoHak	10101	DHk	oa
DoHik	10101	DHk	oi
Darab	10101	Drb	aa
Dorab	10101	Drb	oa
Dorib	10101	Drb	oi
TabaE	10101	TbE	aa
TobaE	10101	TbE	oa
TaraH	10101	TrH	aa
ToraH	10101	TrH	oa
TuriH	10101	TrH	ui
Tarad	10101	Trd	aa
Torad	10101	Trd	oa
Turid	10101	Trd	ui
TaEim	10101	TEm	ai
ToEam	10101	TEm	oa
ToEim	10101	TEm	oi
>aToEam	0010101	TEm	>aoa
ToEam	10101	TEm	oa
ToEim	10101	TEm	oi
{isotaToEam	00000010101	TEm	{isotaoa
sotaToEim	000010101	TEm	sotaoi
TaEan	10101	TEn	aa
ToEan	10101	TEn	oa
Tafiq	10101	Tfq	ai
Tofaq	10101	Tfq	oa
Talab	10101	Tlb	aa
TalaE	10101	TlE	aa
TolaE	10101	TlE	oa
ToliE	10101	TlE	oi
>aTolaE	0010101	TlE	>aoa
TolaE	10101	TlE	oa
ToliE	10101	TlE	oi
Tal~aq	101001	Tlq	a~a
Tal~iq	101001	Tlq	a~i
{inoTalaq	000010101	Tlq	{inoaa
noTaliq	0010101	Tlq	noai
Tamav	10101	Tmv	aa
Tamiv	10101	Tmv	ai
Tomav	10101	Tmv	oa
Tamas	10101	Tms	aa
Tomis	10101	Tms	oi
TamiE	10101	TmE	ai
TamuE	10101	TmE	au
TomaE	10101	TmE	oa
TomiE	10101	TmE	oi
Tahar	10101	Thr	aa
Tahur	10101	Thr	au
Tah~ar	101001	Thr	a~a
Tah~ir	101001	Thr	a~i
taTah~ar	00101001	Thr	taa~a
>aZofar	0010101	Zfr	>aoa
Zofar	10101	Zfr	oa
Zofir	10101	Zfr	oi
Zalam	10101	Zlm	aa
Zolam	10101	Zlm	oa
Zolim	10101	Zlm	oi
>aZolam	0010101	Zlm	>aoa
Zolam	10101	Zlm	oa
Zolim	10101	Zlm	oi
Zahar	10101	Zhr	aa
Zohar	10101	Zhr	oa
Zohir	10101	Zhr	oi
ZAhar	10101	Zhr	Aa
ZAhir	10101	Zhr	Ai
>aZohar	0010101	Zhr	>aoa
Zohar	10101	Zhr	oa
Zohir	10101	Zhr	oi
taZAhar	0010101	Zhr	taAa
Eabiv	10101	Ebv	ai
Eobav	10101	Ebv	oa
Eabad	10101	Ebd	aa
Eab~ad	101001	Ebd	a~a
Eab~id	101001	Ebd	a~i
Eabar	10101	Ebr	aa
{iEotabar	001000101	Ebr	{iotaa
Eotabir	1000101	Ebr	otai
{uEotubir	001000101	Ebr	{uotui
Eotabar	1000101	Ebr	otaa
Eabas	10101	Ebs	aa
Eobis	10101	Ebs	oi
>aEotad	0010101	Etd	>aoa
Eotad	10101	Etd	oa
Eotid	10101	Etd	oi
Eatal	10101	Etl	aa
Eavar	10101	Evr	aa
Eovar	10101	Evr	oa
Eovir	10101	Evr	oi
>aEovar	0010101	Evr	>aoa
Eovar	10101	Evr	oa
Eovir	10101	Evr	oi
Eajib	10101	Ejb	ai
Eojab	10101	Ejb	oa
Eojib	10101	Ejb	oi
>aEojab	0010101	Ejb	>aoa
>uEojib	0010101	Ejb	>uoi
Eojab	10101	Ejb	oa
Eojib	10101	Ejb	oi
Eajiz	10101	Ejz	ai
Eajuz	10101	Ejz	au
Eojaz	10101	Ejz	oa
Eojiz	10101	Ejz	oi
>aEojaz	0010101	Ejz	>aoa
Eojaz	10101	Ejz	oa
Eojiz	10101	Ejz	oi
Eajil	10101	Ejl	ai
Eojal	10101	Ejl	oa
Eojil	10101	Ejl	oi
Eaj~al	101001	Ejl	a~a
Eaj~il	101001	Ejl	a~i
>aEojal	0010101	Ejl	>aoa
Eojal	10101	Ejl	oa
Eojil	10101	Ejl	oi
taEaj~al	00101001	Ejl	taa~a
{isotaEojal	00000010101	Ejl	{isotaoa
sotaEojil	000010101	Ejl	sotaoi
Eadal	10101	Edl	aa
Eodil	10101	Edl	oi
Ea*~ab	101001	E*b	a~a
Ea*~ib	101001	E*b	a~i
{iEota*ar	001000101	E*r	{iotaa
Eota*ir	1000101	E*r	otai
Earaj	10101	Erj	aa
Earij	10101	Erj	ai
Eoraj	10101	Erj	oa
Eorij	10101	Erj	oi
Eara$	10101	Er$	aa
Eori$	10101	Er$	oi
EaraD	10101	ErD	aa
EoraD	10101	ErD	oa
EoriD	10101	ErD	oi
EuriD	10101	ErD	ui
Ear~aD	101001	ErD	a~a
Ear~iD	101001	ErD	a~i
>aEoraD	0010101	ErD	>aoa
EoraD	10101	ErD	oa
EoriD	10101	ErD	oi
Earaf	10101	Erf	aa
Eoraf	10101	Erf	oa
Eorif	10101	Erf	oi
Eurif	10101	Erf	ui
Ear~af	101001	Erf	a~a
Ear~if	101001	Erf	a~i
taEAraf	0010101	Erf	taAa
{iEotaraf	001000101	Erf	{iotaa
Eotarif	1000101	Erf	otai
Eotaraf	1000101	Erf	otaa
Eazab	10101	Ezb	aa
Eozib	10101	Ezb	oi
Eaz~ar	101001	Ezr	a~a
Eaz~ir	101001	Ezr	a~i
Eazal	10101	Ezl	aa
Eozal	10101	Ezl	oa
Eozil	10101	Ezl	oi
{iEotazal	001000101	Ezl	{iotaa
Eotazil	1000101	Ezl	otai
Eazam	10101	Ezm	aa
Eozim	10101	Ezm	oi
taEAsar	0010101	Esr	taAa
EA$ar	10101	E$r	Aa
EA$ir	10101	E$r	Ai
EaSar	10101	ESr	aa
EoSir	10101	ESr	oi
EaSam	10101	ESm	aa
EoSim	10101	ESm	oi
{iEotaSam	001000101	ESm	{iotaa
EotaSim	1000101	ESm	otai
{isotaEoSam	00000010101	ESm	{isotaoa
sotaEoSim	000010101	ESm	sotaoi
EaDal	10101	EDl	aa
EoDil	10101	EDl	oi
EaT~al	101001	ETl	a~a
EaT~il	101001	ETl	a~i
EaZ~am	101001	EZm	a~a
EaZ~im	101001	EZm	a~i
>aEoZam	0010101	EZm	>aoa
EoZam	10101	EZm	oa
EoZim	10101	EZm	oi
Eaq~ab	101001	Eqb	a~a
Eaq~ib	101001	Eqb	a~i
EAqab	10101	Eqb	Aa
EAqib	10101	Eqb	Ai
Euwqib	100101	Eqb	uwi
>aEoqab	0010101	Eqb	>aoa
Eoqab	10101	Eqb	oa
Eoqib	10101	Eqb	oi
Eaqad	10101	Eqd	aa
Eoqad	10101	Eqd	oa
Eoqid	10101	Eqd	oi
Euqid	10101	Eqd	ui
Eaq~ad	101001	Eqd	a~a
Eaq~id	101001	Eqd	a~i
Eaqur	10101	Eqr	au
Eoqar	10101	Eqr	oa
Eoqir	10101	Eqr	oi
Eaqal	10101	Eql	aa
Eoqil	10101	Eql	oi
Eakaf	10101	Ekf	aa
Eokaf	10101	Ekf	oa
Eokif	10101	Ekf	oi
Ealim	10101	Elm	ai
