believes	bIlivz	111110	bIliv	z
play	pl1	111	pl1	
played	pl1d	1110	pl1	d
played	pl1d	1110	pl1	d
playing	pl1IN	11100	pl1	IN
plays	pl1z	1110	pl1	z
help	hElp	1111	hElp	
helped	hElpt	11110	hElp	t
helped	hElpt	11110	hElp	t
helping	hElpIN	111100	hElp	IN
helps	hElps	11110	hElp	s
read	rid	101	rd	i
read	rEd	101	rd	E
read	rEd	101	rd	E
reading	ridIN	10100	rd	iIN
reads	ridz	1010	rd	iz
speak	spik	1101	spk	i
spoke	sp5k	1101	spk	5
spoken	sp5k@n	11010	spk	5@
speaking	spikIN	110100	spk	iIN
spoken	sp5k@n	11010	spk	5@
speaks	spiks	11010	spk	is
remember	rImEmb@r	11111111	rImEmb@r	
remembered	rImEmb@rd	111111110	rImEmb@r	d
remembered	rImEmb@rd	111111110	rImEmb@r	d
remembering	rImEmb@rIN	1111111100	rImEmb@r	IN
remembers	rImEmb@rz	111111110	rImEmb@r	z
pay	p1	11	p1	
paid	p1d	110	p1	d
paid	p1d	110	p1	d
paying	p1IN	1100	p1	IN
pays	p1z	110	p1	z
grow	gr5	110	gr	5
grew	gru	110	gr	u
grown	gr5n	1100	gr	5n
growing	gr5IN	11000	gr	5IN
grown	gr5n	1100	gr	5n
grows	gr5z	1100	gr	5z
lose	luz	100	l	uz
lost	lQst	1000	l	Qst
lost	lQst	1000	l	Qst
losing	luzIN	10000	l	uzIN
loses	luzIz	10000	l	uzIz
stop	stQp	1111	stQp	
stopped	stQpt	11110	stQp	t
stopped	stQpt	11110	stQp	t
stopping	stQpIN	111100	stQp	IN
stops	stQps	11110	stQp	s
like	l2k	111	l2k	
liked	l2kt	1110	l2k	t
liked	l2kt	1110	l2k	t
liking	l2kIN	11100	l2k	IN
likes	l2ks	1110	l2k	s
wait	w1t	111	w1t	
waited	w1tId	11100	w1t	Id
waited	w1tId	11100	w1t	Id
waiting	w1tIN	11100	w1t	IN
waits	w1ts	1110	w1t	s
set	sEt	111	sEt	
set	sEt	111	sEt	
set	sEt	111	sEt	
setting	sEtIN	11100	sEt	IN
sets	sEts	1110	sEt	s
carry	k{rI	1111	k{rI	
carried	k{rId	11110	k{rI	d
carried	k{rId	11110	k{rI	d
carrying	k{rIIN	111100	k{rI	IN
carries	k{rIz	11110	k{rI	z
walk	w$k	111	w$k	
walked	w$kt	1110	w$k	t
walked	w$kt	1110	w$k	t
walking	w$kIN	11100	w$k	IN
walks	w$ks	1110	w$k	s
learn	l3n	111	l3n	
learnt	l3nt	1110	l3n	t
learned	l3nd	1110	l3n	d
learned	l3nd	1110	l3n	d
learnt	l3nt	1110	l3n	t
learning	l3nIN	11100	l3n	IN
learned	l3nd	1110	l3n	d
learned	l3nd	1110	l3n	d
learns	l3nz	1110	l3n	z
follow	fQl5	1111	fQl5	
followed	fQl5d	11110	fQl5	d
followed	fQl5d	11110	fQl5	d
following	fQl5IN	111100	fQl5	IN
follows	fQl5z	11110	fQl5	z
lead	lid	101	ld	i
led	lEd	101	ld	E
led	lEd	101	ld	E
leading	lidIN	10100	ld	iIN
leads	lidz	1010	ld	iz
fall	f$l	101	fl	$
fell	fEl	101	fl	E
fallen	f$l@n	10100	fl	$@n
falling	f$lIN	10100	fl	$IN
fallen	f$l@n	10100	fl	$@n
falls	f$lz	1010	fl	$z
appear	@p7r	1111	@p7r	
appeared	@p7rd	11110	@p7r	d
appeared	@p7rd	11110	@p7r	d
appearing	@p7rIN	111100	@p7r	IN
appears	@p7rz	11110	@p7r	z
understand	Vnd@st{nd	111111000	Vnd@st	{nd
understood	Vnd@stud	11111100	Vnd@st	ud
understood	Vnd@stud	11111100	Vnd@st	ud
understanding	Vnd@st{ndIN	11111100000	Vnd@st	{ndIN
understands	Vnd@st{ndz	1111110000	Vnd@st	{ndz
eat	it	01	t	i
ate	Et	01	t	E
eaten	itH	010	t	iH
eating	itIN	0100	t	iIN
eaten	itH	010	t	iH
eats	its	010	t	is
expect	IkspEkt	1111111	IkspEkt	
expected	IkspEktId	111111100	IkspEkt	Id
expected	IkspEktId	111111100	IkspEkt	Id
expecting	IkspEktIN	111111100	IkspEkt	IN
expects	IkspEkts	11111110	IkspEkt	s
spend	spEnd	11110	spEn	d
spent	spEnt	11110	spEn	t
spent	spEnt	11110	spEn	t
spending	spEndIN	1111000	spEn	dIN
spends	spEndz	111100	spEn	dz
send	sEnd	1110	sEn	d
sent	sEnt	1110	sEn	t
sent	sEnt	1110	sEn	t
sending	sEndIN	111000	sEn	dIN
sends	sEndz	11100	sEn	dz
allow	@l6	111	@l6	
allowed	@l6d	1110	@l6	d
allowed	@l6d	1110	@l6	d
allowing	@l6IN	11100	@l6	IN
allows	@l6z	1110	@l6	z
continue	k@ntInju	11111111	k@ntInju	
continued	k@ntInjud	111111110	k@ntInju	d
continued	k@ntInjud	111111110	k@ntInju	d
continuing	k@ntInjuIN	1111111100	k@ntInju	IN
continues	k@ntInjuz	111111110	k@ntInju	z
remain	rIm1n	11111	rIm1n	
remained	rIm1nd	111110	rIm1n	d
remained	rIm1nd	111110	rIm1n	d
remaining	rIm1nIN	1111100	rIm1n	IN
remains	rIm1nz	111110	rIm1n	z
pass	p#s	111	p#s	
passed	p#st	1110	p#s	t
passed	p#st	1110	p#s	t
passing	p#sIN	11100	p#s	IN
passes	p#sIz	11100	p#s	Iz
provide	pr@v2d	111111	pr@v2d	
provided	pr@v2dId	11111100	pr@v2d	Id
provided	pr@v2dId	11111100	pr@v2d	Id
providing	pr@v2dIN	11111100	pr@v2d	IN
provides	pr@v2dz	1111110	pr@v2d	z
buy	b2	10	b	2
bought	b$t	100	b	$t
bought	b$t	100	b	$t
buying	b2IN	1000	b	2IN
buys	b2z	100	b	2z
reach	riJ	111	riJ	
reached	riJt	1110	riJ	t
reached	riJt	1110	riJ	t
reaching	riJIN	11100	riJ	IN
reaches	riJIz	11100	riJ	Iz
develop	dIvEl@p	1111111	dIvEl@p	
developed	dIvEl@pt	11111110	dIvEl@p	t
developed	dIvEl@pt	11111110	dIvEl@p	t
developing	dIvEl@pIN	111111100	dIvEl@p	IN
develops	dIvEl@ps	11111110	dIvEl@p	s
stay	st1	111	st1	
stayed	st1d	1110	st1	d
stayed	st1d	1110	st1	d
staying	st1IN	11100	st1	IN
stays	st1z	1110	st1	z
watch	wQJ	111	wQJ	
watched	wQJt	1110	wQJ	t
watched	wQJt	1110	wQJ	t
watching	wQJIN	11100	wQJ	IN
watches	wQJIz	11100	wQJ	Iz
decide	dIs2d	11111	dIs2d	
decided	dIs2dId	1111100	dIs2d	Id
decided	dIs2dId	1111100	dIs2d	Id
deciding	dIs2dIN	1111100	dIs2d	IN
decides	dIs2dz	111110	dIs2d	z
produce	pr@djus	1111111	pr@djus	
produced	pr@djust	11111110	pr@djus	t
produced	pr@djust	11111110	pr@djus	t
producing	pr@djusIN	111111100	pr@djus	IN
produces	pr@djusIz	111111100	pr@djus	Iz
wear	w8r	101	wr	8
wore	w$r	101	wr	$
worn	w$rn	1010	wr	$n
wearing	w8rIN	10100	wr	8IN
worn	w$rn	1010	wr	$n
wears	w8rz	1010	wr	8z
build	bIld	1110	bIl	d
built	bIlt	1110	bIl	t
built	bIlt	1110	bIl	t
building	bIldIN	111000	bIl	dIN
builds	bIldz	11100	bIl	dz
die	d2	11	d2	
died	d2d	110	d2	d
died	d2d	110	d2	d
dying	d2IN	1100	d2	IN
dies	d2z	110	d2	z
love	lVv	111	lVv	
loved	lVvd	1110	lVv	d
loved	lVvd	1110	lVv	d
loving	lVvIN	11100	lVv	IN
loves	lVvz	1110	lVv	z
add	{d	11	{d	
added	{dId	1100	{d	Id
added	{dId	1100	{d	Id
adding	{dIN	1100	{d	IN
adds	{dz	110	{d	z
meet	mit	101	mt	i
met	mEt	101	mt	E
met	mEt	101	mt	E
meeting	mitIN	10100	mt	iIN
meets	mits	1010	mt	is
increase	Inkris	111111	Inkris	
increased	Inkrist	1111110	Inkris	t
increased	Inkrist	1111110	Inkris	t
increasing	InkrisIN	11111100	Inkris	IN
increases	InkrisIz	11111100	Inkris	Iz
open	5p@n	1111	5p@n	
opened	5p@nd	11110	5p@n	d
opened	5p@nd	11110	5p@n	d
opening	5p@nIN	111100	5p@n	IN
opens	5p@nz	11110	5p@n	z
suggest	s@_Est	111111	s@_Est	
suggested	s@_EstId	11111100	s@_Est	Id
suggested	s@_EstId	11111100	s@_Est	Id
suggesting	s@_EstIN	11111100	s@_Est	IN
suggests	s@_Ests	1111110	s@_Est	s
break	br1k	1101	brk	1
broke	br5k	1101	brk	5
broken	br5k@n	11010	brk	5@
breaking	br1kIN	110100	brk	1IN
broken	br5k@n	11010	brk	5@
breaks	br1ks	11010	brk	1s
hope	h5p	111	h5p	
hoped	h5pt	1110	h5p	t
hoped	h5pt	1110	h5p	t
hoping	h5pIN	11100	h5p	IN
hopes	h5ps	1110	h5p	s
suppose	s@p5z	11111	s@p5z	
supposed	s@p5zd	111110	s@p5z	d
supposed	s@p5zd	111110	s@p5z	d
supposing	s@p5zIN	1111100	s@p5z	IN
supposes	s@p5zIz	1111100	s@p5z	Iz
return	rIt3n	11111	rIt3n	
returned	rIt3nd	111110	rIt3n	d
returned	rIt3nd	111110	rIt3n	d
returning	rIt3nIN	1111100	rIt3n	IN
returns	rIt3nz	111110	rIt3n	z
drive	dr2v	1101	drv	2
drove	dr5v	1101	drv	5
driven	drIvH	11010	drv	IH
driving	dr2vIN	110100	drv	2IN
driven	drIvH	11010	drv	IH
drives	dr2vz	11010	drv	2z
draw	dr$	110	dr	$
drew	dru	110	dr	u
drawn	dr$n	1100	dr	$n
drawing	dr$IN	11000	dr	$IN
drawn	dr$n	1100	dr	$n
draws	dr$z	1100	dr	$z
involve	InvQlv	111111	InvQlv	
involved	InvQlvd	1111110	InvQlv	d
involved	InvQlvd	1111110	InvQlv	d
involving	InvQlvIN	11111100	InvQlv	IN
involves	InvQlvz	1111110	InvQlv	z
kill	kIl	111	kIl	
killed	kIld	1110	kIl	d
killed	kIld	1110	kIl	d
killing	kIlIN	11100	kIl	IN
kills	kIlz	1110	kIl	z
consider	k@nsId@r	11111111	k@nsId@r	
considered	k@nsId@rd	111111110	k@nsId@r	d
considered	k@nsId@rd	111111110	k@nsId@r	d
considering	k@nsId@rIN	1111111100	k@nsId@r	IN
considers	k@nsId@rz	111111110	k@nsId@r	z
accept	@ksEpt	111111	@ksEpt	
accepted	@ksEptId	11111100	@ksEpt	Id
accepted	@ksEptId	11111100	@ksEpt	Id
accepting	@ksEptIN	11111100	@ksEpt	IN
accepts	@ksEpts	1111110	@ksEpt	s
offer	Qf@r	1111	Qf@r	
offered	Qf@rd	11110	Qf@r	d
offered	Qf@rd	11110	Qf@r	d
offering	Qf@rIN	111100	Qf@r	IN
offers	Qf@rz	11110	Qf@r	z
lie	l2	10	l	2
lay	l1	10	l	1
lied	l2d	110	l2	d
lied	l2d	100	l	2d
lying	l2IN	1000	l	2IN
lied	l2d	100	l	2d
lied	l2d	100	l	2d
lies	l2z	100	l	2z
realize	r7l2z	11111	r7l2z	
realized	r7l2zd	111110	r7l2z	d
realized	r7l2zd	111110	r7l2z	d
realizing	r7l2zIN	1111100	r7l2z	IN
realizes	r7l2zIz	1111100	r7l2z	Iz
explain	Ikspl1n	1111111	Ikspl1n	
explained	Ikspl1nd	11111110	Ikspl1n	d
explained	Ikspl1nd	11111110	Ikspl1n	d
explaining	Ikspl1nIN	111111100	Ikspl1n	IN
explains	Ikspl1nz	11111110	Ikspl1n	z
rise	r2z	101	rz	2
rose	r5z	101	rz	5
risen	rIzH	1010	rz	IH
rising	r2zIN	10100	rz	2IN
risen	rIzH	1010	rz	IH
rises	r2zIz	10100	rz	2Iz
catch	k{J	100	k	{J
caught	k$t	100	k	$t
caught	k$t	100	k	$t
catching	k{JIN	10000	k	{JIN
catches	k{JIz	10000	k	{JIz
agree	@gri	1111	@gri	
agreed	@grid	11110	@gri	d
agreed	@grid	11110	@gri	d
agreeing	@griIN	111100	@gri	IN
agrees	@griz	11110	@gri	z
cut	kVt	111	kVt	
cut	kVt	111	kVt	
cut	kVt	111	kVt	
cutting	kVtIN	11100	kVt	IN
cuts	kVts	1110	kVt	s
require	rIkw2@r	1111111	rIkw2@r	
required	rIkw2@rd	11111110	rIkw2@r	d
required	rIkw2@rd	11111110	rIkw2@r	d
requiring	rIkw2@rIN	111111100	rIkw2@r	IN
requires	rIkw2@rz	11111110	rIkw2@r	z
pick	pIk	111	pIk	
picked	pIkt	1110	pIk	t
picked	pIkt	1110	pIk	t
picking	pIkIN	11100	pIk	IN
picks	pIks	1110	pIk	s
wish	wIS	111	wIS	
wished	wISt	1110	wIS	t
wished	wISt	1110	wIS	t
wishing	wISIN	11100	wIS	IN
wishes	wISIz	11100	wIS	Iz
pull	pUl	111	pUl	
pulled	pUld	1110	pUl	d
pulled	pUld	1110	pUl	d
pulling	pUlIN	11100	pUl	IN
pulls	pUlz	1110	pUl	z
cover	kVv@r	11111	kVv@r	
covered	kVv@rd	111110	kVv@r	d
covered	kVv@rd	111110	kVv@r	d
covering	kVv@rIN	1111100	kVv@r	IN
covers	kVv@rz	111110	kVv@r	z
choose	Juz	101	Jz	u
chose	J5z	101	Jz	5
chosen	J5zH	1010	Jz	5H
choosing	JuzIN	10100	Jz	uIN
chosen	J5zH	1010	Jz	5H
chooses	JuzIz	10100	Jz	uIz
listen	lIsH	1111	lIsH	
listened	lIsHd	11110	lIsH	d
listened	lIsHd	11110	lIsH	d
listening	lIsHIN	111100	lIsH	IN
listens	lIsHz	11110	lIsH	z
raise	r1z	111	r1z	
raised	r1zd	1110	r1z	d
raised	r1zd	1110	r1z	d
raising	r1zIN	11100	r1z	IN
raises	r1zIz	11100	r1z	Iz
wonder	wVnd@r	111111	wVnd@r	
wondered	wVnd@rd	1111110	wVnd@r	d
wondered	wVnd@rd	1111110	wVnd@r	d
wondering	wVnd@rIN	11111100	wVnd@r	IN
wonders	wVnd@rz	1111110	wVnd@r	z
cause	k$z	111	k$z	
caused	k$zd	1110	k$z	d
caused	k$zd	1110	k$z	d
causing	k$zIN	11100	k$z	IN
causes	k$zIz	11100	k$z	Iz
arrive	@r2v	1111	@r2v	
arrived	@r2vd	11110	@r2v	d
arrived	@r2vd	11110	@r2v	d
arriving	@r2vIN	111100	@r2v	IN
arrives	@r2vz	11110	@r2v	z
laugh	l#f	111	l#f	
laughed	l#ft	1110	l#f	t
laughed	l#ft	1110	l#f	t
laughing	l#fIN	11100	l#f	IN
laughs	l#fs	1110	l#f	s
forget	f@gEt	11101	f@gt	E
forgot	f@gQt	11101	f@gt	Q
forgotten	f@gQtH	111010	f@gt	QH
forgetting	f@gEtIN	1110100	f@gt	EIN
forgotten	f@gQtH	111010	f@gt	QH
forgets	f@gEts	111010	f@gt	Es
answer	#ns@r	11111	#ns@r	
answered	#ns@rd	111110	#ns@r	d
answered	#ns@rd	111110	#ns@r	d
answering	#ns@rIN	1111100	#ns@r	IN
answers	#ns@rz	111110	#ns@r	z
plan	pl{n	1111	pl{n	
planned	pl{nd	11110	pl{n	d
planned	pl{nd	11110	pl{n	d
planning	pl{nIN	111100	pl{n	IN
plans	pl{nz	11110	pl{n	z
describe	dIskr2b	1111111	dIskr2b	
described	dIskr2bd	11111110	dIskr2b	d
described	dIskr2bd	11111110	dIskr2b	d
describing	dIskr2bIN	111111100	dIskr2b	IN
describes	dIskr2bz	11111110	dIskr2b	z
smile	sm2l	1111	sm2l	
smiled	sm2ld	11110	sm2l	d
smiled	sm2ld	11110	sm2l	d
smiling	sm2lIN	111100	sm2l	IN
smiles	sm2lz	11110	sm2l	z
create	kri1t	11111	kri1t	
created	kri1tId	1111100	kri1t	Id
created	kri1tId	1111100	kri1t	Id
creating	kri1tIN	1111100	kri1t	IN
creates	kri1ts	111110	kri1t	s
throw	Tr5	110	Tr	5
threw	Tru	110	Tr	u
thrown	Tr5n	1100	Tr	5n
throwing	Tr5IN	11000	Tr	5IN
thrown	Tr5n	1100	Tr	5n
throws	Tr5z	1100	Tr	5z
receive	rIsiv	11111	rIsiv	
received	rIsivd	111110	rIsiv	d
received	rIsivd	111110	rIsiv	d
receiving	rIsivIN	1111100	rIsiv	IN
receives	rIsivz	111110	rIsiv	z
win	wIn	101	wn	I
won	wVn	101	wn	V
won	wVn	101	wn	V
winning	wInIN	10100	wn	IIN
wins	wInz	1010	wn	Iz
prove	pruv	1111	pruv	
proved	pruvd	11110	pruv	d
proven	pruvH	11110	pruv	H
proved	pruvd	11110	pruv	d
proving	pruvIN	111100	pruv	IN
proven	pruvH	11110	pruv	H
proves	pruvz	11110	pruv	z
serve	s3v	111	s3v	
served	s3vd	1110	s3v	d
served	s3vd	1110	s3v	d
serving	s3vIN	11100	s3v	IN
serves	s3vz	1110	s3v	z
enjoy	In_4	1111	In_4	
enjoyed	In_4d	11110	In_4	d
enjoyed	In_4d	11110	In_4	d
enjoying	In_4IN	111100	In_4	IN
enjoys	In_4z	11110	In_4	z
fail	f1l	111	f1l	
failed	f1ld	1110	f1l	d
failed	f1ld	1110	f1l	d
failing	f1lIN	11100	f1l	IN
fails	f1lz	1110	f1l	z
sell	sEl	101	sl	E
sold	s5ld	1010	sl	5d
sold	s5ld	1010	sl	5d
selling	sElIN	10100	sl	EIN
sells	sElz	1010	sl	Ez
join	_4n	111	_4n	
joined	_4nd	1110	_4n	d
joined	_4nd	1110	_4n	d
joining	_4nIN	11100	_4n	IN
joins	_4nz	1110	_4n	z
teach	tiJ	100	t	iJ
taught	t$t	100	t	$t
taught	t$t	100	t	$t
teaching	tiJIN	10000	t	iJIN
teaches	tiJIz	10000	t	iJIz
drop	drQp	1111	drQp	
dropped	drQpt	11110	drQp	t
dropped	drQpt	11110	drQp	t
dropping	drQpIN	111100	drQp	IN
drops	drQps	11110	drQp	s
fight	f2t	101	ft	2
fought	f$t	101	ft	$
fought	f$t	101	ft	$
fighting	f2tIN	10100	ft	2IN
fights	f2ts	1010	ft	2s
hang	h{N	101	hN	{
hung	hVN	101	hN	V
hanged	h{Nd	1110	h{N	d
hanged	h{Nd	1010	hN	{d
hung	hVN	101	hN	V
hanging	h{NIN	10100	hN	{IN
hanged	h{Nd	1010	hN	{d
hanged	h{Nd	1010	hN	{d
hangs	h{Nz	1010	hN	{z
force	f$s	111	f$s	
forced	f$st	1110	f$s	t
forced	f$st	1110	f$s	t
forcing	f$sIN	11100	f$s	IN
forces	f$sIz	11100	f$s	Iz
end	End	111	End	
ended	EndId	11100	End	Id
ended	EndId	11100	End	Id
ending	EndIN	11100	End	IN
ends	Endz	1110	End	z
discover	dIskVv@r	11111111	dIskVv@r	
discovered	dIskVv@rd	111111110	dIskVv@r	d
discovered	dIskVv@rd	111111110	dIskVv@r	d
discovering	dIskVv@rIN	1111111100	dIskVv@r	IN
discovers	dIskVv@rz	111111110	dIskVv@r	z
recognize	rEk@gn2z	11111111	rEk@gn2z	
recognized	rEk@gn2zd	111111110	rEk@gn2z	d
recognized	rEk@gn2zd	111111110	rEk@gn2z	d
recognizing	rEk@gn2zIN	1111111100	rEk@gn2z	IN
recognizes	rEk@gn2zIz	1111111100	rEk@gn2z	Iz
fill	fIl	111	fIl	
filled	fIld	1110	fIl	d
filled	fIld	1110	fIl	d
filling	fIlIN	11100	fIl	IN
fills	fIlz	1110	fIl	z
face	f1s	111	f1s	
faced	f1st	1110	f1s	t
faced	f1st	1110	f1s	t
facing	f1sIN	11100	f1s	IN
faces	f1sIz	11100	f1s	Iz
feed	fid	101	fd	i
fed	fEd	101	fd	E
fed	fEd	101	fd	E
feeding	fidIN	10100	fd	iIN
feeds	fidz	1010	fd	iz
exist	IgzIst	111111	IgzIst	
existed	IgzIstId	11111100	IgzIst	Id
existed	IgzIstId	11111100	IgzIst	Id
existing	IgzIstIN	11111100	IgzIst	IN
exists	IgzIsts	1111110	IgzIst	s
point	p4nt	1111	p4nt	
pointed	p4ntId	111100	p4nt	Id
pointed	p4ntId	111100	p4nt	Id
pointing	p4ntIN	111100	p4nt	IN
points	p4nts	11110	p4nt	s
shake	S1k	101	Sk	1
shook	SUk	101	Sk	U
shaken	S1k@n	10100	Sk	1@n
shaking	S1kIN	10100	Sk	1IN
shaken	S1k@n	10100	Sk	1@n
